10x10 grid, p = 0.43, f = 0.02, 1000 steps
Ma D	Mi D	s+	s-
413	34213	0.413000	34.213000
450	32410	0.450000	32.410000
426	33466	0.426000	33.466000
426	33516	0.426000	33.516000
422	33482	0.422000	33.482000
391	33737	0.391000	33.737000
423	34358	0.423000	34.358000
426	32866	0.426000	32.866000
437	32846	0.437000	32.846000
432	32476	0.432000	32.476000
405	34231	0.405000	34.231000
400	33809	0.400000	33.809000
439	33291	0.439000	33.291000
438	33986	0.438000	33.986000
389	33472	0.389000	33.472000
454	33342	0.454000	33.342000
413	33882	0.413000	33.882000
396	33128	0.396000	33.128000
417	33406	0.417000	33.406000
443	33084	0.443000	33.084000
415	32998	0.415000	32.998000
452	34035	0.452000	34.035000
393	32972	0.393000	32.972000
436	33311	0.436000	33.311000
436	33811	0.436000	33.811000
401	32548	0.401000	32.548000
399	33234	0.399000	33.234000
382	32821	0.382000	32.821000
417	33480	0.417000	33.480000
413	33254	0.413000	33.254000
420	32423	0.420000	32.423000
441	34091	0.441000	34.091000
414	34689	0.414000	34.689000
417	33097	0.417000	33.097000
429	32194	0.429000	32.194000
434	33461	0.434000	33.461000
395	33345	0.395000	33.345000
401	33840	0.401000	33.840000
414	33103	0.414000	33.103000
354	34151	0.354000	34.151000
474	33415	0.474000	33.415000
430	34489	0.430000	34.489000
412	33931	0.412000	33.931000
428	33341	0.428000	33.341000
411	33142	0.411000	33.142000
463	33968	0.463000	33.968000
413	33667	0.413000	33.667000
388	33287	0.388000	33.287000
444	32600	0.444000	32.600000
410	32872	0.410000	32.872000
417	32564	0.417000	32.564000
434	33456	0.434000	33.456000
448	33317	0.448000	33.317000
406	33221	0.406000	33.221000
424	33522	0.424000	33.522000
387	33867	0.387000	33.867000
430	33587	0.430000	33.587000
395	33124	0.395000	33.124000
394	33508	0.394000	33.508000
415	33761	0.415000	33.761000
440	33036	0.440000	33.036000
424	33185	0.424000	33.185000
414	32727	0.414000	32.727000
439	34149	0.439000	34.149000
414	32975	0.414000	32.975000
408	31342	0.408000	31.342000
399	33047	0.399000	33.047000
406	33458	0.406000	33.458000
416	33073	0.416000	33.073000
402	32876	0.402000	32.876000
391	33179	0.391000	33.179000
396	33259	0.396000	33.259000
449	33749	0.449000	33.749000
